2515.9499,1442.0474197702642
1,3846,2023-04-27T09:23:54.496016
2,2178,2023-04-27T00:34:54.496018
27,3465,2023-04-26T23:23:54.496020
9,1916,2023-04-27T03:29:54.496021
20,3831,2023-04-26T20:19:54.496023
13,88,2023-04-27T01:49:54.496025
16,542,2023-04-27T03:24:54.496027
29,4504,2023-04-26T14:51:54.496029
27,2380,2023-04-26T20:38:54.496030
1,690,2023-04-26T15:45:54.496032
15,3726,2023-04-27T03:21:54.496034
5,125,2023-04-26T22:27:54.496036
3,4935,2023-04-27T10:10:54.496038
17,2718,2023-04-27T11:48:54.496040
11,4981,2023-04-26T19:25:54.496041
28,4637,2023-04-26T16:13:54.496043
2,3083,2023-04-27T03:08:54.496045
20,4492,2023-04-27T11:00:54.496047
21,2007,2023-04-27T02:23:54.496049
25,4478,2023-04-27T12:03:54.496050
28,3771,2023-04-27T04:56:54.496052
27,3040,2023-04-27T07:18:54.496054
17,4016,2023-04-26T17:39:54.496056
4,1164,2023-04-27T06:15:54.496058
27,4941,2023-04-26T17:01:54.496060
1,4166,2023-04-26T22:14:54.496062
24,3238,2023-04-27T09:18:54.496063
14,2459,2023-04-27T07:11:54.496065
27,3068,2023-04-26T21:55:54.496067
15,1866,2023-04-26T17:42:54.496069
23,1984,2023-04-27T05:28:54.496071
5,2091,2023-04-27T08:47:54.496073
13,4270,2023-04-27T13:03:54.496074
9,4690,2023-04-27T03:57:54.496076
17,3007,2023-04-27T12:25:54.496078
14,552,2023-04-27T00:44:54.496080
20,3074,2023-04-27T10:41:54.496082
3,2703,2023-04-26T21:32:54.496084
10,3900,2023-04-26T21:21:54.496085
24,932,2023-04-27T07:56:54.496087
5,990,2023-04-26T13:58:54.496089
22,3086,2023-04-27T01:14:54.496091
17,3342,2023-04-26T14:09:54.496093
19,2908,2023-04-27T02:53:54.496095
23,3684,2023-04-27T04:51:54.496096
10,1655,2023-04-27T00:56:54.496098
26,2594,2023-04-27T10:45:54.496100
29,1823,2023-04-26T16:42:54.496102
5,486,2023-04-26T17:54:54.496104
25,746,2023-04-26T16:56:54.496106
28,50,2023-04-27T01:38:54.496108
24,3580,2023-04-27T13:09:54.496109
14,941,2023-04-27T06:06:54.496111
4,794,2023-04-27T05:57:54.496113
26,4242,2023-04-26T14:00:54.496115
12,150,2023-04-26T16:13:54.496117
12,2380,2023-04-27T02:53:54.496119
13,569,2023-04-27T00:14:54.496120
22,3429,2023-04-27T05:54:54.496122
6,2848,2023-04-26T13:41:54.496124
21,3250,2023-04-27T08:50:54.496126
7,1179,2023-04-26T18:37:54.496128
14,1131,2023-04-27T00:40:54.496130
20,447,2023-04-27T09:11:54.496132
11,1557,2023-04-27T12:07:54.496133
5,2559,2023-04-26T17:09:54.496135
12,4691,2023-04-27T01:49:54.496137
18,757,2023-04-27T05:24:54.496139
10,12404,2023-04-26T23:24:54.496141
3,1901,2023-04-26T16:55:54.496143
10,6558,2023-04-27T02:21:54.496145
5,1807,2023-04-27T01:35:54.496146
23,854,2023-04-26T16:36:54.496148
18,3722,2023-04-26T23:57:54.496150
3,1566,2023-04-27T07:54:54.496152
15,1741,2023-04-26T15:46:54.496154
19,3867,2023-04-26T21:39:54.496156
5,257,2023-04-26T16:33:54.496158
8,1975,2023-04-27T07:45:54.496159
20,1342,2023-04-27T00:38:54.496161
13,2392,2023-04-27T08:24:54.496163
14,150,2023-04-26T23:44:54.496165
17,3835,2023-04-27T04:27:54.496167
14,2900,2023-04-27T05:08:54.496168
22,1925,2023-04-27T03:42:54.496170
11,972,2023-04-27T07:15:54.496172
24,4290,2023-04-27T05:52:54.496174
22,1860,2023-04-26T16:51:54.496176
26,3722,2023-04-27T09:11:54.496178
10,3807,2023-04-26T15:10:54.496180
0,877,2023-04-27T00:47:54.496181
11,92,2023-04-27T10:54:54.496183
19,919,2023-04-26T18:38:54.496185
12,2057,2023-04-26T18:59:54.496187
18,968,2023-04-27T00:03:54.496189
7,3790,2023-04-26T20:31:54.496191
0,4209,2023-04-27T09:31:54.496193
29,1100,2023-04-27T12:14:54.496195
6,2661,2023-04-27T02:39:54.496196
13,2212,2023-04-26T17:00:54.496198
11,2880,2023-04-26T18:32:54.496200
17,4108,2023-04-27T01:10:54.496202
14,723,2023-04-27T04:25:54.496204
16,1553,2023-04-26T16:56:54.496206
22,2258,2023-04-27T02:35:54.496207
15,4248,2023-04-27T05:25:54.496209
18,680,2023-04-27T09:16:54.496211
29,3147,2023-04-27T13:12:54.496213
29,4770,2023-04-27T08:34:54.496215
0,685,2023-04-26T23:32:54.496216
24,4797,2023-04-27T08:18:54.496218
6,4521,2023-04-26T13:42:54.496220
16,4645,2023-04-27T10:56:54.496222
1,4848,2023-04-27T11:18:54.496224
20,4318,2023-04-27T08:49:54.496225
6,1661,2023-04-27T08:41:54.496227
21,1819,2023-04-27T09:22:54.496229
24,610,2023-04-26T22:52:54.496231
22,3358,2023-04-27T13:17:54.496233
10,8511,2023-04-27T08:38:54.496234
24,3487,2023-04-26T22:07:54.496236
14,3761,2023-04-27T05:57:54.496238
29,2828,2023-04-27T08:53:54.496240
11,717,2023-04-26T21:41:54.496242
16,4355,2023-04-26T18:54:54.496244
17,1707,2023-04-26T19:09:54.496245
4,1270,2023-04-26T22:09:54.496248
21,3243,2023-04-26T20:05:54.496250
0,1137,2023-04-27T03:55:54.496251
13,3066,2023-04-26T23:20:54.496253
17,4379,2023-04-26T22:24:54.496255
4,292,2023-04-27T06:28:54.496257
13,373,2023-04-27T03:25:54.496259
16,2509,2023-04-26T23:02:54.496261
26,1774,2023-04-27T09:03:54.496262
6,3388,2023-04-27T09:03:54.496264
4,3210,2023-04-27T11:14:54.496266
27,2112,2023-04-26T22:39:54.496268
24,3535,2023-04-26T15:26:54.496270
15,3086,2023-04-27T04:54:54.496272
28,3320,2023-04-27T11:56:54.496273
10,4063,2023-04-26T22:30:54.496275
13,3857,2023-04-26T21:54:54.496277
14,2294,2023-04-27T05:09:54.496279
2,1633,2023-04-27T10:02:54.496280
26,4186,2023-04-26T22:37:54.496282
28,293,2023-04-27T04:05:54.496284
25,260,2023-04-26T15:33:54.496286
6,1745,2023-04-26T21:59:54.496288
24,4955,2023-04-26T20:38:54.496290
4,1072,2023-04-26T21:45:54.496291
21,2374,2023-04-27T01:54:54.496293
14,265,2023-04-26T13:52:54.496295
16,253,2023-04-26T23:19:54.496297
19,360,2023-04-26T17:50:54.496298
11,1032,2023-04-26T20:08:54.496300
3,2444,2023-04-26T14:53:54.496302
20,3505,2023-04-27T13:25:54.496304
22,3461,2023-04-26T14:55:54.496306
19,1879,2023-04-27T02:16:54.496307
14,4964,2023-04-27T05:39:54.496309
23,2748,2023-04-26T22:07:54.496311
11,2746,2023-04-26T20:27:54.496313
5,4910,2023-04-26T21:04:54.496315
1,156,2023-04-26T17:30:54.496317
5,4323,2023-04-26T22:47:54.496318
8,3582,2023-04-26T22:44:54.496320
8,3623,2023-04-26T21:42:54.496322
3,4476,2023-04-27T10:06:54.496324
5,1132,2023-04-26T19:18:54.496326
22,185,2023-04-26T20:25:54.496327
29,3576,2023-04-26T17:11:54.496329
13,15,2023-04-26T15:39:54.496331
12,2960,2023-04-27T09:17:54.496333
17,1697,2023-04-27T02:47:54.496335
24,3210,2023-04-26T15:43:54.496337
25,281,2023-04-26T14:05:54.496339
1,4635,2023-04-26T20:00:54.496340
26,4534,2023-04-26T23:04:54.496342
9,3429,2023-04-27T08:28:54.496344
7,4483,2023-04-26T22:07:54.496346
22,4258,2023-04-27T06:11:54.496348
9,1649,2023-04-27T00:02:54.496350
13,4421,2023-04-27T07:05:54.496351
7,2364,2023-04-27T07:23:54.496355
19,1175,2023-04-27T05:48:54.496357
12,4453,2023-04-26T14:04:54.496359
19,792,2023-04-26T21:01:54.496361
10,12785,2023-04-27T09:10:54.496362
28,3285,2023-04-27T06:08:54.496364
1,740,2023-04-26T16:35:54.496366
25,1104,2023-04-26T17:39:54.496368
20,1147,2023-04-27T00:20:54.496370
17,2400,2023-04-26T15:16:54.496372
26,3342,2023-04-26T14:55:54.496373
7,421,2023-04-26T13:37:54.496375
5,4466,2023-04-27T01:26:54.496377
6,2024,2023-04-27T10:16:54.496379
12,3528,2023-04-26T15:32:54.496381
26,4453,2023-04-26T23:37:54.496383
7,3775,2023-04-26T20:54:54.496384
1,4469,2023-04-27T13:07:54.496386
13,150,2023-04-27T04:01:54.496388
21,527,2023-04-27T01:58:54.496390
26,4778,2023-04-27T10:46:54.496392
10,12908,2023-04-26T23:09:54.496393
26,554,2023-04-27T08:16:54.496395
3,463,2023-04-27T12:21:54.496397
29,4882,2023-04-27T09:21:54.496399
29,1224,2023-04-26T15:41:54.496401
9,3773,2023-04-27T12:55:54.496402
23,3299,2023-04-26T13:39:54.496404
15,2227,2023-04-27T12:51:54.496406
14,253,2023-04-27T06:13:54.496408
1,533,2023-04-26T20:42:54.496410
13,3530,2023-04-26T22:22:54.496412
10,2564,2023-04-27T13:36:54.496414
5,4767,2023-04-27T10:54:54.496416
11,501,2023-04-27T12:40:54.496417
20,4433,2023-04-27T06:19:54.496419
14,2783,2023-04-27T02:44:54.496421
3,1799,2023-04-27T01:12:54.496423
4,1290,2023-04-27T00:42:54.496425
16,1810,2023-04-27T02:32:54.496427
22,2112,2023-04-26T14:28:54.496429
14,4986,2023-04-26T21:29:54.496431
0,4668,2023-04-27T13:33:54.496432
11,4481,2023-04-26T14:53:54.496434
24,931,2023-04-27T13:11:54.496436
5,3642,2023-04-27T11:47:54.496438
21,622,2023-04-27T06:49:54.496440
6,1209,2023-04-27T08:28:54.496442
28,3716,2023-04-27T06:15:54.496443
7,2017,2023-04-27T05:38:54.496445
23,4841,2023-04-27T00:30:54.496447
27,2483,2023-04-26T23:53:54.496449
20,4535,2023-04-27T08:32:54.496451
25,482,2023-04-26T19:42:54.496452
27,1108,2023-04-27T12:19:54.496454
17,2636,2023-04-27T00:19:54.496456
6,487,2023-04-26T21:06:54.496458
26,447,2023-04-27T06:00:54.496460
2,1786,2023-04-27T11:24:54.496462
16,1086,2023-04-27T01:06:54.496464
25,402,2023-04-27T11:47:54.496466
15,4809,2023-04-26T18:45:54.496468
2,2594,2023-04-26T20:29:54.496469
13,385,2023-04-27T11:24:54.496471
3,2948,2023-04-27T06:28:54.496473
1,2060,2023-04-27T05:00:54.496475
9,3639,2023-04-26T20:31:54.496477
18,1910,2023-04-26T19:53:54.496479
8,2014,2023-04-27T11:31:54.496481
27,4308,2023-04-27T06:27:54.496483
5,4461,2023-04-27T00:31:54.496485
19,1652,2023-04-26T17:14:54.496487
4,1796,2023-04-27T02:29:54.496489
0,1041,2023-04-26T23:01:54.496490
12,500,2023-04-26T19:51:54.496492
15,2231,2023-04-26T19:14:54.496494
25,2179,2023-04-26T22:08:54.496496
18,37,2023-04-26T17:17:54.496498
1,4577,2023-04-26T18:22:54.496500
8,2080,2023-04-27T00:56:54.496501
10,11158,2023-04-26T20:30:54.496503
17,2743,2023-04-27T08:25:54.496505
8,797,2023-04-27T04:42:54.496507
14,2518,2023-04-27T12:08:54.496508
8,334,2023-04-27T07:52:54.496510
22,3693,2023-04-27T06:52:54.496512
8,4140,2023-04-26T21:43:54.496514
8,195,2023-04-27T00:32:54.496574
7,1665,2023-04-26T22:25:54.496597
7,3081,2023-04-27T13:05:54.496606
2,3991,2023-04-26T20:38:54.496615
15,2781,2023-04-27T05:17:54.496616
22,4147,2023-04-26T23:42:54.496618
28,4377,2023-04-27T07:44:54.496620
3,4112,2023-04-26T21:45:54.496622
29,4591,2023-04-26T13:58:54.496624
29,3506,2023-04-26T23:39:54.496626
9,3743,2023-04-26T19:24:54.496628
8,574,2023-04-27T02:54:54.496630
8,1700,2023-04-27T00:03:54.496632
10,12658,2023-04-27T05:48:54.496633
14,4983,2023-04-26T15:23:54.496635
26,4340,2023-04-26T22:30:54.496637
2,1450,2023-04-27T03:09:54.496639
10,7285,2023-04-26T18:54:54.496641
22,995,2023-04-27T13:33:54.496643
13,98,2023-04-26T23:25:54.496645
0,2889,2023-04-27T00:25:54.496647
3,4790,2023-04-27T09:48:54.496649
1,3531,2023-04-27T06:48:54.496651
21,4926,2023-04-26T18:41:54.496653
17,1393,2023-04-26T14:22:54.496654
16,427,2023-04-26T21:52:54.496656
28,4112,2023-04-27T04:52:54.496658
2,2842,2023-04-27T06:27:54.496660
27,3258,2023-04-27T12:51:54.496662
22,1622,2023-04-27T11:32:54.496664
22,4243,2023-04-27T00:26:54.496666
8,4695,2023-04-27T11:58:54.496668
12,2869,2023-04-26T20:54:54.496670
23,4061,2023-04-26T14:40:54.496672
22,184,2023-04-26T21:02:54.496674
19,3373,2023-04-27T09:46:54.496676
1,2577,2023-04-26T20:31:54.496677
1,4773,2023-04-26T17:59:54.496679
11,3843,2023-04-27T08:21:54.496681
16,3831,2023-04-27T05:27:54.496683
16,4059,2023-04-27T07:49:54.496685
27,1009,2023-04-27T07:14:54.496687
8,3185,2023-04-27T10:54:54.496689
14,2833,2023-04-26T22:48:54.496691
4,1985,2023-04-26T23:14:54.496693
5,4332,2023-04-27T10:34:54.496695
16,1937,2023-04-26T17:53:54.496697
19,4146,2023-04-27T01:16:54.496698
12,1612,2023-04-27T11:06:54.496700
19,4493,2023-04-26T15:58:54.496702
5,1323,2023-04-27T03:33:54.496704
7,1030,2023-04-26T18:06:54.496706
25,269,2023-04-27T11:08:54.496708
0,317,2023-04-27T03:42:54.496710
13,185,2023-04-27T12:28:54.496711
11,1602,2023-04-26T14:40:54.496713
2,585,2023-04-26T22:41:54.496715
15,3666,2023-04-27T11:17:54.496717
4,3342,2023-04-26T22:54:54.496719
21,2477,2023-04-26T18:30:54.496721
28,1284,2023-04-26T19:50:54.496723
2,2922,2023-04-27T09:34:54.496725
28,2763,2023-04-26T20:12:54.496727
6,1146,2023-04-27T04:19:54.496728
7,2266,2023-04-27T01:13:54.496730
10,2363,2023-04-27T06:49:54.496732
27,2643,2023-04-27T12:21:54.496734
6,4724,2023-04-27T04:59:54.496736
11,2447,2023-04-26T17:26:54.496738
29,360,2023-04-27T11:56:54.496740
1,3967,2023-04-27T12:53:54.496741
8,2562,2023-04-26T23:42:54.496743
5,4668,2023-04-27T00:48:54.496745
22,2657,2023-04-26T19:32:54.496747
9,425,2023-04-26T19:34:54.496749
17,329,2023-04-26T21:53:54.496751
4,3807,2023-04-26T15:50:54.496753
6,1440,2023-04-27T07:29:54.496754
2,226,2023-04-27T03:27:54.496756
18,3998,2023-04-27T06:24:54.496758
15,4421,2023-04-27T03:33:54.496760
17,2676,2023-04-26T18:55:54.496762
5,1235,2023-04-27T01:05:54.496764
16,3088,2023-04-26T21:53:54.496766
19,616,2023-04-26T20:57:54.496768
8,4921,2023-04-26T21:58:54.496770
21,227,2023-04-27T04:38:54.496771
22,1307,2023-04-27T13:34:54.496773
26,3734,2023-04-27T11:24:54.496775
29,2627,2023-04-26T22:52:54.496777
6,2970,2023-04-27T04:49:54.496779
23,3407,2023-04-27T00:49:54.496781
28,1738,2023-04-26T15:18:54.496783
9,1711,2023-04-26T20:14:54.496784
18,2155,2023-04-26T19:46:54.496786
10,16465,2023-04-27T11:06:54.496788
1,557,2023-04-27T03:22:54.496790
22,4117,2023-04-26T21:54:54.496792
13,2431,2023-04-26T18:30:54.496794
9,4421,2023-04-26T23:45:54.496796
6,2112,2023-04-27T12:46:54.496802
12,3303,2023-04-27T13:10:54.496804
9,3424,2023-04-26T18:11:54.496806
6,4474,2023-04-27T12:32:54.496807
10,2652,2023-04-27T00:21:54.496809
16,3227,2023-04-26T23:53:54.496811
15,796,2023-04-26T19:26:54.496813
8,1984,2023-04-27T10:27:54.496815
28,2525,2023-04-27T12:29:54.496817
22,3145,2023-04-27T00:03:54.496819
19,1983,2023-04-26T18:11:54.496821
23,3851,2023-04-27T13:12:54.496822
9,1139,2023-04-26T15:32:54.496824
6,4053,2023-04-26T23:31:54.496826
8,1096,2023-04-26T14:58:54.496828
10,1304,2023-04-27T00:29:54.496830
7,4769,2023-04-26T23:31:54.496832
29,3453,2023-04-27T08:30:54.496844
15,1367,2023-04-26T23:09:54.496846
2,690,2023-04-27T11:51:54.496848
7,2395,2023-04-27T07:08:54.496850
19,2708,2023-04-27T07:09:54.496851
10,18224,2023-04-27T08:04:54.496853
26,1505,2023-04-27T04:03:54.496855
1,525,2023-04-27T08:19:54.496857
8,347,2023-04-26T15:28:54.496859
22,4184,2023-04-27T09:18:54.496861
9,4821,2023-04-26T18:27:54.496863
6,601,2023-04-26T20:45:54.496865
10,3081,2023-04-26T17:32:54.496866
11,2726,2023-04-26T17:02:54.496868
27,4859,2023-04-27T13:34:54.496870
7,4278,2023-04-27T09:18:54.496872
17,4091,2023-04-27T03:34:54.496874
12,2536,2023-04-26T21:41:54.496876
0,318,2023-04-26T23:25:54.496878
24,700,2023-04-27T02:34:54.496880
28,4941,2023-04-26T17:48:54.496881
12,129,2023-04-27T11:28:54.496883
1,218,2023-04-27T01:50:54.496885
13,3731,2023-04-27T11:42:54.496887
19,2845,2023-04-26T14:12:54.496889
20,1764,2023-04-26T14:32:54.496891
22,1693,2023-04-27T05:21:54.496892
18,3210,2023-04-27T06:36:54.496894
25,1931,2023-04-26T14:53:54.496896
12,4322,2023-04-27T11:46:54.496898
4,1679,2023-04-26T15:32:54.496900
27,4385,2023-04-26T16:49:54.496901
22,2185,2023-04-27T11:42:54.496903
11,1996,2023-04-26T21:46:54.496905
6,1327,2023-04-27T07:51:54.496907
12,490,2023-04-26T22:11:54.496909
8,2185,2023-04-27T11:05:54.496911
18,1931,2023-04-26T18:50:54.496912
15,4224,2023-04-26T20:03:54.496914
23,960,2023-04-27T09:20:54.496916
18,4863,2023-04-26T16:11:54.496918
2,4324,2023-04-26T16:12:54.496920
11,2660,2023-04-27T12:29:54.496922
8,331,2023-04-26T16:27:54.496923
24,4234,2023-04-27T04:44:54.496925
18,1785,2023-04-26T19:21:54.496927
10,13434,2023-04-26T19:05:54.496929
29,242,2023-04-27T06:50:54.496931
29,3172,2023-04-27T06:21:54.496933
21,4131,2023-04-26T20:13:54.496934
7,937,2023-04-27T07:59:54.496936
10,948,2023-04-27T02:56:54.496938
26,4115,2023-04-26T21:36:54.496940
1,426,2023-04-26T23:13:54.496942
3,3775,2023-04-27T06:58:54.496944
8,1057,2023-04-26T20:17:54.496946
19,1333,2023-04-27T01:24:54.496947
14,1581,2023-04-26T14:58:54.496949
24,517,2023-04-26T17:16:54.496951
3,3025,2023-04-27T10:20:54.496953
23,157,2023-04-27T11:58:54.496955
1,315,2023-04-27T05:37:54.496957
0,3406,2023-04-26T21:11:54.496958
4,4381,2023-04-27T04:17:54.496960
18,1543,2023-04-27T02:03:54.496962
17,3973,2023-04-26T15:51:54.496964
16,1304,2023-04-27T10:17:54.496966
26,3407,2023-04-27T13:24:54.496968
25,1674,2023-04-27T03:19:54.496969
5,2017,2023-04-26T15:07:54.496971
16,1803,2023-04-26T21:18:54.496973
19,16,2023-04-27T06:12:54.496975
19,2409,2023-04-27T13:26:54.496977
29,2625,2023-04-26T22:13:54.496979
22,789,2023-04-27T11:56:54.496981
8,1560,2023-04-27T03:40:54.496982
19,3483,2023-04-27T01:14:54.496984
28,269,2023-04-26T17:09:54.496986
3,4790,2023-04-26T20:10:54.496988
2,2284,2023-04-27T03:22:54.496990
5,3445,2023-04-27T12:07:54.496992
25,1932,2023-04-26T16:58:54.496994
26,4243,2023-04-26T21:18:54.496995
6,91,2023-04-26T15:34:54.496997
9,4283,2023-04-27T00:26:54.496999
9,1948,2023-04-26T18:57:54.497001
13,4680,2023-04-27T00:35:54.497003
18,3084,2023-04-27T11:35:54.497005
14,2528,2023-04-26T14:10:54.497006
17,1951,2023-04-26T23:45:54.497008
10,13469,2023-04-27T12:16:54.497010
0,1484,2023-04-27T10:22:54.497012
28,1436,2023-04-26T23:49:54.497014
27,3352,2023-04-26T20:50:54.497016
28,4663,2023-04-27T04:54:54.497017
5,2698,2023-04-27T02:36:54.497019
23,1679,2023-04-27T04:52:54.497021
5,2932,2023-04-27T11:06:54.497023
15,518,2023-04-27T12:32:54.497025
23,4328,2023-04-27T01:09:54.497027
24,3728,2023-04-27T05:21:54.497029
15,3764,2023-04-26T20:11:54.497030
28,1384,2023-04-26T16:28:54.497032
24,4453,2023-04-27T10:22:54.497034
25,3117,2023-04-26T14:00:54.497036
27,39,2023-04-27T00:43:54.497038
2,1623,2023-04-26T21:50:54.497040
28,1041,2023-04-26T19:08:54.497042
14,3889,2023-04-27T07:28:54.497043
19,1240,2023-04-27T13:36:54.497045
2,3947,2023-04-26T17:41:54.497047
18,4537,2023-04-27T10:09:54.497049
0,2860,2023-04-27T12:45:54.497051
20,4063,2023-04-27T08:49:54.497053
25,1010,2023-04-26T14:07:54.497055
19,909,2023-04-26T16:50:54.497056
7,1552,2023-04-27T02:26:54.497058
16,4657,2023-04-27T04:14:54.497060
19,718,2023-04-27T04:33:54.497062
5,840,2023-04-27T01:47:54.497064
18,2873,2023-04-27T04:07:54.497066
14,308,2023-04-26T19:35:54.497067
6,2750,2023-04-27T12:17:54.497069
5,4340,2023-04-26T20:11:54.497071
25,2549,2023-04-27T09:00:54.497073
11,791,2023-04-27T10:13:54.497075
27,906,2023-04-27T02:21:54.497077
11,1214,2023-04-27T10:40:54.497078
0,1675,2023-04-26T17:17:54.497080
21,2702,2023-04-27T07:29:54.497082
16,1138,2023-04-26T21:11:54.497084
21,2729,2023-04-27T03:21:54.497086
9,3871,2023-04-26T15:03:54.497088
25,4591,2023-04-27T05:33:54.497090
0,905,2023-04-26T21:21:54.497091
8,2619,2023-04-27T06:19:54.497093
14,2891,2023-04-27T08:31:54.497095
23,2012,2023-04-26T20:39:54.497097
13,991,2023-04-27T07:37:54.497099
3,3183,2023-04-27T11:09:54.497101
26,3210,2023-04-26T22:49:54.497103
18,3447,2023-04-26T17:00:54.497104
9,4689,2023-04-27T03:52:54.497106
8,3622,2023-04-27T03:10:54.497108
23,576,2023-04-27T05:26:54.497110
1,2724,2023-04-27T07:58:54.497112
3,269,2023-04-26T18:23:54.497114
19,4862,2023-04-27T05:20:54.497115
14,2393,2023-04-27T05:53:54.497117
15,3729,2023-04-27T08:33:54.497119
13,349,2023-04-27T03:17:54.497121
0,1586,2023-04-27T11:51:54.497123
22,4045,2023-04-27T04:02:54.497124
9,3441,2023-04-26T16:15:54.497126
8,2771,2023-04-27T05:06:54.497128
10,5095,2023-04-26T18:36:54.497130
14,1481,2023-04-27T11:01:54.497132
11,2929,2023-04-27T09:19:54.497134
12,3481,2023-04-27T09:37:54.497136
17,1864,2023-04-27T08:07:54.497137
22,1325,2023-04-26T14:19:54.497139
18,4388,2023-04-27T11:48:54.497141
6,3459,2023-04-27T08:33:54.497143
13,2422,2023-04-27T01:37:54.497145
25,3392,2023-04-27T07:11:54.497147
4,4119,2023-04-27T07:46:54.497149
21,1960,2023-04-27T05:29:54.497151
20,1387,2023-04-26T20:43:54.497152
14,4679,2023-04-26T22:19:54.497154
21,1394,2023-04-27T05:29:54.497156
26,972,2023-04-27T07:09:54.497158
27,4178,2023-04-26T17:52:54.497160
26,1165,2023-04-26T16:29:54.497162
2,3705,2023-04-27T09:11:54.497164
13,740,2023-04-27T10:07:54.497166
7,3472,2023-04-27T01:00:54.497167
22,3085,2023-04-27T05:47:54.497169
19,4864,2023-04-26T18:15:54.497171
18,1275,2023-04-27T01:41:54.497173
7,3926,2023-04-27T05:44:54.497175
15,3361,2023-04-26T15:56:54.497177
27,3903,2023-04-27T12:56:54.497182
0,533,2023-04-26T18:26:54.497184
7,4019,2023-04-26T20:05:54.497186
24,2701,2023-04-27T08:25:54.497188
21,3702,2023-04-27T09:25:54.497189
9,287,2023-04-26T15:05:54.497191
26,487,2023-04-26T21:34:54.497193
15,236,2023-04-26T22:06:54.497195
4,52,2023-04-26T19:42:54.497197
14,4920,2023-04-27T02:37:54.497199
10,5588,2023-04-26T15:12:54.497201
11,3863,2023-04-26T14:56:54.497203
16,1955,2023-04-26T22:11:54.497204
6,1639,2023-04-27T04:16:54.497206
7,2089,2023-04-26T20:48:54.497208
17,1345,2023-04-26T19:08:54.497210
21,2235,2023-04-27T05:12:54.497212
27,3107,2023-04-26T15:00:54.497214
24,920,2023-04-27T10:58:54.497216
21,3163,2023-04-26T18:13:54.497218
6,1885,2023-04-27T11:42:54.497220
9,2392,2023-04-27T08:15:54.497221
19,2717,2023-04-26T22:33:54.497223
0,3534,2023-04-26T23:15:54.497230
22,3323,2023-04-26T18:02:54.497232
12,1160,2023-04-26T19:21:54.497234
3,3092,2023-04-27T09:56:54.497236
11,3615,2023-04-27T09:24:54.497237
22,3528,2023-04-26T23:27:54.497239
28,772,2023-04-27T12:04:54.497241
23,478,2023-04-27T11:04:54.497243
16,2024,2023-04-27T01:03:54.497245
1,513,2023-04-26T20:32:54.497247
23,1008,2023-04-27T10:33:54.497249
26,1034,2023-04-26T22:07:54.497251
29,1437,2023-04-27T05:11:54.497253
21,4861,2023-04-26T16:50:54.497255
26,1467,2023-04-26T15:08:54.497256
8,4945,2023-04-26T14:04:54.497258
26,1345,2023-04-27T03:54:54.497260
4,4271,2023-04-27T12:08:54.497262
2,47,2023-04-26T16:19:54.497264
16,2531,2023-04-26T16:04:54.497266
7,4631,2023-04-26T21:09:54.497267
2,2059,2023-04-26T21:46:54.497269
0,421,2023-04-27T03:32:54.497271
23,2104,2023-04-26T21:19:54.497273
27,2292,2023-04-27T07:12:54.497275
24,4855,2023-04-27T04:14:54.497277
4,2845,2023-04-26T16:47:54.497279
3,4684,2023-04-26T19:02:54.497280
4,652,2023-04-27T08:18:54.497282
6,4641,2023-04-27T02:03:54.497284
24,718,2023-04-26T15:25:54.497286
13,2109,2023-04-26T22:02:54.497288
19,3257,2023-04-27T11:17:54.497290
29,1631,2023-04-26T14:26:54.497292
22,2960,2023-04-26T23:46:54.497293
2,2126,2023-04-26T16:23:54.497295
6,4783,2023-04-26T19:20:54.497297
2,2831,2023-04-27T00:07:54.497299
14,3373,2023-04-27T01:53:54.497301
27,1435,2023-04-26T14:22:54.497302
27,4799,2023-04-27T05:59:54.497304
12,2623,2023-04-26T22:42:54.497306
13,1347,2023-04-27T10:47:54.497308
